cell_name,sample,patient,source,cell_type,cell_subtype,cluster,cluster_annotation,complexity
29730,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,462
29731,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,571
29732,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,455
29733,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,500
29734,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,485
29736,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,395
29737,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,509
29738,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,516
29742,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,432
29743,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,437
29747,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,431
29749,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,518
29752,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,648
29753,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,585
29754,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,526
29757,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,456
29758,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,497
29759,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,305
29760,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,367
29761,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,481
29762,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,560
29763,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,349
29765,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,551
29769,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,528
29770,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,627
29773,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,396
29774,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,669
29775,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,565
29776,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,622
29777,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,679
29778,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,547
29779,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,553
29780,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,608
29782,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,599
29783,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,536
29785,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,542
29786,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,500
29789,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,500
29790,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,457
29794,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,764
29795,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,560
29797,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,599
29799,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,410
29802,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,712
29803,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,465
29805,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,528
29807,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,554
29808,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,422
29809,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,569
29810,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,250
29811,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,820
29814,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,564
29815,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,385
29817,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,507
29819,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,576
29820,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,543
29821,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,627
29822,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,628
29825,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,340
29826,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,596
29827,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,398
29830,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,446
29832,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,565
29833,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,432
29834,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,521
29836,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,334
29837,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,478
29838,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,535
29839,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,393
29841,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,533
29842,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,495
29843,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,608
29845,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,591
29846,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,477
29847,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,471
29849,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,484
29851,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,376
29853,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,350
29854,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,481
29857,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,474
29858,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,522
29859,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,405
29863,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,494
29866,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,540
29867,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,383
29868,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,489
29869,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,428
29871,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,372
29872,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,455
29873,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,503
29875,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,538
29876,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,557
29877,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,523
29878,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,393
29879,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,381
29880,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,467
29881,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,452
29882,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,474
29883,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,403
29884,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,441
29885,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,439
29887,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,521
29888,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,419
29891,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,516
29892,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,646
29893,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,474
29894,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,340
29895,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,541
29898,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,435
29899,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,464
29900,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,445
29901,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,481
29906,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,455
29907,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,430
29908,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,498
29909,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,513
29913,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,489
29914,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,547
29915,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,447
29916,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,398
29925,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,458
29926,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,478
29927,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,804
29929,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,477
29930,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,622
29931,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,385
29932,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,466
29933,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,486
29934,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,549
29935,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,419
29936,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,608
29939,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,476
29940,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,368
29941,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,326
29942,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,342
29944,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,501
29945,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,561
29946,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,388
29948,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,378
29949,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,531
29950,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,446
29951,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,558
29953,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,647
29956,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,587
29958,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,545
29962,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,479
29963,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,559
29965,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,355
29966,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,573
29968,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,516
29969,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,348
29970,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,423
29974,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,579
29975,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,426
29976,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,416
29977,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,523
29978,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,444
29979,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,451
29981,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,523
29982,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,604
29984,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,559
29985,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,557
29988,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,276
29993,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,507
29995,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,631
29996,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,525
29997,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,312
29998,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,489
30000,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,355
30002,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,287
30003,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,365
30004,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,617
30005,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,546
30006,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,475
30009,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,443
30010,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,408
30011,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,459
30012,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,451
30013,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,448
30014,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,422
30015,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,393
30017,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,478
30018,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,487
30019,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,576
30022,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,540
30024,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,326
30025,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,497
30026,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,456
30028,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,357
30030,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,565
30034,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,450
30036,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,450
30037,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,531
30038,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,556
30039,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,560
30040,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,486
30041,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,504
30042,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,416
30043,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,492
30044,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,506
30045,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,535
30046,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,461
30048,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,364
30049,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,632
30050,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,409
30051,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,591
30052,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,832
30054,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,535
30055,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,322
30057,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,423
30060,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,416
30061,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,820
30062,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,485
30063,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,391
30064,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,442
30065,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,442
30067,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,529
30068,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,512
30069,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,420
30070,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,566
30072,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,455
30077,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,288
30081,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,437
30086,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,429
30089,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,533
30090,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,468
30091,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,602
30093,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,490
30095,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,406
30096,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,591
30098,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,468
30100,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,454
30103,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,757
30105,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,643
30106,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,511
30108,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,616
30112,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,622
30115,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,409
30117,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,430
30118,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,523
30119,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,430
30120,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,593
30122,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,382
30123,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,583
30124,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,401
30126,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,496
30129,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,484
30130,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,440
30131,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,386
30133,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,499
30136,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,351
30137,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,454
30138,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,495
30142,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,591
30144,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,353
30147,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,665
30148,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,450
30151,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,546
30153,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,530
30154,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,434
30155,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,674
30156,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,483
30157,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,380
30158,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,528
30159,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,529
30161,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,414
30162,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,510
30163,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,528
30164,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,483
30166,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,328
30167,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,500
30168,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,741
30169,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,488
30170,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,496
30174,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,630
30178,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,435
30179,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,595
30180,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,267
30182,BC04_BLOOD7,BC04,blood,T_cell,CD4 T cell,1,T:CD4+NAIVE,540
